"","policy","policy_length","climate_shock_labels","scenario","temp_band","cost_effective"
"4094","No fishing females",54,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",676.940823893436
"4095","No fishing females",54,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",531.882075916271
"4096","No fishing females",54,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",679.176098567482
"4097","No fishing females",54,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",533.638363160165
"4098","No fishing females",60,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",544.575062582729
"4099","No fishing females",60,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",635.337573013183
"4100","No fishing females",60,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",539.811696216129
"4101","No fishing females",60,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",629.78031225215
"4102","No fishing females",66,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",545.188727537928
"4103","No fishing females",66,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",545.188727537928
"4104","No fishing females",66,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",540.855327769804
"4105","No fishing females",66,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",540.855327769804
"4106","No fishing females",72,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",555.816217168715
"4107","No fishing females",72,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",536.650140714621
"4108","No fishing females",72,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",557.918510430514
"4109","No fishing females",72,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",538.679941105324
"4110","No fishing females",78,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",600.107560826085
"4111","No fishing females",78,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",NA
"4112","No fishing females",78,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",608.077862395423
"4113","No fishing females",78,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",NA
"4114","No fishing females",84,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",NA
"4115","No fishing females",84,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",771.44670204081
"4116","No fishing females",84,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",NA
"4117","No fishing females",84,"Dec-Feb",5,"Delta*T==1*'-'*7*degree*C",771.550278537762
"4118","No fishing females",6,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",2297.05161986463
"4119","No fishing females",12,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",1368.29736106058
"4120","No fishing females",18,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",14309.1622644195
"4121","No fishing females",24,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",1188.93127417936
"4122","No fishing females",30,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",4899.98948338407
"4123","No fishing females",36,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",14773.3445570335
"4124","No fishing females",42,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",7966.74665332131
"4125","No fishing females",48,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",1688.17421983501
"4126","No fishing females",54,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",1287.91388897423
"4127","No fishing females",60,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",1744.63637682728
"4128","No fishing females",66,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",NA
"4129","No fishing females",72,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",NA
"4130","No fishing females",78,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",8212.39647146255
"4131","No fishing females",84,"Feb-Aug",5,"Delta*T==1*'-'*7*degree*C",NA
"4132","No fishing females",6,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",NA
"4133","No fishing females",12,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",1340.12351608966
"4134","No fishing females",18,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",769.732298696039
"4135","No fishing females",24,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",984.354326923072
"4136","No fishing females",30,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",621.175761745604
"4137","No fishing females",36,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",493.401645961693
"4138","No fishing females",42,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",2479.57066882958
"4139","No fishing females",48,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",598.2497404379
"4140","No fishing females",54,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",3821.86596271405
"4141","No fishing females",60,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",522.567400298217
"4142","No fishing females",66,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",487.763781303456
"4143","No fishing females",72,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",536.750457961079
"4144","No fishing females",78,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",586.732332359877
"4145","No fishing females",84,"Jan-Aug",5,"Delta*T==1*'-'*7*degree*C",529.609133322207
"4146","No fishing females",30,"Jan-Dec",5,"Delta*T==1*'-'*7*degree*C",NA
"4147","No fishing females",6,"July",5,"Delta*T==1*'-'*7*degree*C",1000.05385580583
"4148","No fishing females",12,"July",5,"Delta*T==1*'-'*7*degree*C",1032.53201984707
"4149","No fishing females",18,"July",5,"Delta*T==1*'-'*7*degree*C",1359.14438711028
"4150","No fishing females",24,"July",5,"Delta*T==1*'-'*7*degree*C",925.41632068446
"4151","No fishing females",30,"July",5,"Delta*T==1*'-'*7*degree*C",929.383826420626
"4152","No fishing females",36,"July",5,"Delta*T==1*'-'*7*degree*C",951.204575993246
"4153","No fishing females",42,"July",5,"Delta*T==1*'-'*7*degree*C",966.630552323239
"4154","No fishing females",48,"July",5,"Delta*T==1*'-'*7*degree*C",1113.61920942614
"4155","No fishing females",54,"July",5,"Delta*T==1*'-'*7*degree*C",1264.76175907727
"4156","No fishing females",60,"July",5,"Delta*T==1*'-'*7*degree*C",1184.5516724035
"4157","No fishing females",66,"July",5,"Delta*T==1*'-'*7*degree*C",1020.86843923557
"4158","No fishing females",72,"July",5,"Delta*T==1*'-'*7*degree*C",1047.89170955267
"4159","No fishing females",78,"July",5,"Delta*T==1*'-'*7*degree*C",1315.19201784602
"4160","No fishing females",84,"July",5,"Delta*T==1*'-'*7*degree*C",1215.10976310608
"4161","No fishing females",6,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",231.797386103491
"4162","No fishing females",6,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",223.804372789578
"4163","No fishing females",6,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",231.83395170298
"4164","No fishing females",6,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",223.839677506326
"4165","No fishing females",12,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",235.511597007264
"4166","No fishing females",12,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",223.329962679302
"4167","No fishing females",12,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",233.58864654568
"4168","No fishing females",12,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",221.506475172627
"4169","No fishing females",18,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",229.597060983769
"4170","No fishing females",18,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",237.796956018903
"4171","No fishing females",18,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",232.636870173493
"4172","No fishing females",18,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",240.945329822546
"4173","No fishing females",24,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",234.185524009787
"4174","No fishing females",24,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",238.367408367105
"4175","No fishing females",24,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",234.595364381714
"4176","No fishing females",24,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",238.784567317102
"4177","No fishing females",30,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",345.324202676166
"4178","No fishing females",30,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",244.108488098669
"4179","No fishing females",30,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",334.802306401158
"4180","No fishing females",30,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",236.670595904267
"4181","No fishing females",36,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",248.926052067196
"4182","No fishing females",36,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",296.592742888574
"4183","No fishing females",36,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",248.233490337416
"4184","No fishing females",36,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",295.767562955219
"4185","No fishing females",42,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",244.409143395222
"4186","No fishing females",42,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",253.138041373623
"4187","No fishing females",42,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",246.62188921643
"4188","No fishing females",42,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",255.429813831302
"4189","No fishing females",48,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",252.057792621881
"4190","No fishing females",48,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",252.057792621881
"4191","No fishing females",48,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",254.711632462891
"4192","No fishing females",48,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",254.711632462891
"4193","No fishing females",54,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",267.214930581112
"4194","No fishing females",54,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",267.214930581112
"4195","No fishing females",54,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",266.201512338944
"4196","No fishing females",54,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",266.201512338944
"4197","No fishing females",60,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",317.714447147319
"4198","No fishing females",66,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",335.678316479453
"4199","No fishing females",72,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",293.051813266537
"4200","No fishing females",78,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",280.647067605574
"4201","No fishing females",84,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",267.51414912989
"4202","No fishing females",84,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",267.51414912989
"4203","No fishing females",84,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",269.310966428747
"4204","No fishing females",84,"Jun-Aug",5,"Delta*T==1*'-'*7*degree*C",269.310966428747
"4205","No fishing females",6,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",888.636749345369
"4206","No fishing females",12,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",1098.82729692358
"4207","No fishing females",18,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",1618.16039054175
"4208","No fishing females",24,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",906.533431121393
"4209","No fishing females",30,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",1424.98079155674
"4210","No fishing females",36,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",1249.23581516207
"4211","No fishing females",42,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",1877.11735983788
"4212","No fishing females",48,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",757.933816381363
"4213","No fishing females",54,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",977.50996309888
"4214","No fishing females",60,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",3754.92340415948
"4215","No fishing females",66,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",1088.81632815971
"4216","No fishing females",72,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",1706.32492785295
"4217","No fishing females",78,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",1744.64243835301
"4218","No fishing females",84,"Jun-Dec",5,"Delta*T==1*'-'*7*degree*C",1320.37725294772
"4219","No fishing females",6,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4220","No fishing females",12,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4221","No fishing females",18,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4222","No fishing females",24,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4223","No fishing females",30,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4224","No fishing females",36,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4225","No fishing females",42,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4226","No fishing females",48,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4227","No fishing females",54,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4228","No fishing females",60,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",15371.4782591608
"4229","No fishing females",66,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4230","No fishing females",72,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",15581.6791263047
"4231","No fishing females",78,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",15901.3756341704
"4232","No fishing females",84,"Jun-Jul",5,"Delta*T==1*'-'*7*degree*C",NA
"4233","No fishing females",6,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",747.105891478501
"4234","No fishing females",12,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",672.977685623765
"4235","No fishing females",18,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",686.749005159095
"4236","No fishing females",24,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",871.311238814556
"4237","No fishing females",30,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",799.547380487127
"4238","No fishing females",36,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",796.303156251489
"4239","No fishing females",42,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",822.034584655578
"4240","No fishing females",48,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",735.643970721541
"4241","No fishing females",54,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",843.300300607934
"4242","No fishing females",60,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",762.35181309623
"4243","No fishing females",66,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",777.821252144585
"4244","No fishing females",72,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",1202.79199394245
"4245","No fishing females",78,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",794.485029653595
"4246","No fishing females",84,"Jun-Nov",5,"Delta*T==1*'-'*7*degree*C",885.772699154905
"4247","No fishing females",6,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4248","No fishing females",12,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4249","No fishing females",18,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4250","No fishing females",24,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4251","No fishing females",30,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",Inf
"4252","No fishing females",36,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",Inf
"4253","No fishing females",42,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4254","No fishing females",48,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4255","No fishing females",54,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4256","No fishing females",60,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4257","No fishing females",66,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4258","No fishing females",72,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4259","No fishing females",78,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",NA
"4260","No fishing females",84,"Jun-Oct",5,"Delta*T==1*'-'*7*degree*C",Inf
"4261","No fishing females",6,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",2170.43195456998
"4262","No fishing females",12,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",1698.77749219254
"4263","No fishing females",18,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",2273.63894004894
"4264","No fishing females",24,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",2035.03090601472
"4265","No fishing females",30,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",1815.01422752212
"4266","No fishing females",36,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",1787.2089286211
"4267","No fishing females",42,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",1811.29112998758
"4268","No fishing females",48,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",1712.89638495051
"4269","No fishing females",54,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",1768.09434681629
"4270","No fishing females",60,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",2252.0039159297
"4271","No fishing females",66,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",1816.5241993872
"4272","No fishing females",72,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",2434.31004043796
"4273","No fishing females",78,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",2383.37980546254
"4274","No fishing females",84,"Jun-Sep",5,"Delta*T==1*'-'*7*degree*C",2394.00055456343
"4275","No fishing females",6,"June",5,"Delta*T==1*'-'*7*degree*C",1304.2335586099
"4276","No fishing females",12,"June",5,"Delta*T==1*'-'*7*degree*C",1693.29950920601
"4277","No fishing females",18,"June",5,"Delta*T==1*'-'*7*degree*C",1701.65241745508
"4278","No fishing females",24,"June",5,"Delta*T==1*'-'*7*degree*C",1733.52429570419
"4279","No fishing females",30,"June",5,"Delta*T==1*'-'*7*degree*C",1787.43567550364
"4280","No fishing females",36,"June",5,"Delta*T==1*'-'*7*degree*C",1451.22499181489
"4281","No fishing females",42,"June",5,"Delta*T==1*'-'*7*degree*C",1798.62662190423
"4282","No fishing females",48,"June",5,"Delta*T==1*'-'*7*degree*C",2105.78573254838
"4283","No fishing females",54,"June",5,"Delta*T==1*'-'*7*degree*C",1885.59247270769
"4284","No fishing females",60,"June",5,"Delta*T==1*'-'*7*degree*C",4008.69904371087
"4285","No fishing females",66,"June",5,"Delta*T==1*'-'*7*degree*C",1924.0128960793
"4286","No fishing females",72,"June",5,"Delta*T==1*'-'*7*degree*C",2295.16432709677
"4287","No fishing females",78,"June",5,"Delta*T==1*'-'*7*degree*C",1586.14760633914
"4288","No fishing females",84,"June",5,"Delta*T==1*'-'*7*degree*C",1987.07307094347
"4289","No fishing females",6,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",1057.46727630888
"4290","No fishing females",12,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",4797.7873528235
"4291","No fishing females",18,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",574.226670838741
"4292","No fishing females",24,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",4687.01286794464
"4293","No fishing females",30,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",2213.60602346206
"4294","No fishing females",36,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",2118.13860434404
"4295","No fishing females",42,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",3167.4469408606
"4296","No fishing females",48,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",581.94418057284
"4297","No fishing females",54,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",3754.40825691883
"4298","No fishing females",60,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",777.899582831074
"4299","No fishing females",66,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",935.057216984677
"4300","No fishing females",72,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",547.992191001396
"4301","No fishing females",78,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",1252.66198048197
"4302","No fishing females",84,"Mar-Aug",5,"Delta*T==1*'-'*7*degree*C",632.202894520763
"4303","No fishing females",6,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",701.383837587015
"4304","No fishing females",12,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",771.987283905925
"4305","No fishing females",18,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",2059.69665967292
"4306","No fishing females",24,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",NA
"4307","No fishing females",30,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",765.11166476479
"4308","No fishing females",36,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",491.851516565459
"4309","No fishing females",42,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",594.763083273104
"4310","No fishing females",48,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",363.429601598005
"4311","No fishing females",48,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",413.905935153283
"4312","No fishing females",48,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",362.993107132629
"4313","No fishing females",48,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",413.408816456606
"4314","No fishing females",54,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",373.793178630172
"4315","No fishing females",54,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",747.586357260345
"4316","No fishing females",54,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",372.947848232823
"4317","No fishing females",54,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",745.895696465646
"4318","No fishing females",60,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",1180.51827529486
"4319","No fishing females",60,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",1096.19554134523
"4320","No fishing females",60,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",1202.7014101126
"4321","No fishing females",60,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",1116.79416653313
"4322","No fishing females",66,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",1001.72755780333
"4323","No fishing females",72,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",877.460878291523
"4324","No fishing females",72,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",415.639363401248
"4325","No fishing females",72,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",866.225836963339
"4326","No fishing females",72,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",410.317501719476
"4327","No fishing females",78,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",825.126288579481
"4328","No fishing females",84,"Mar-May",5,"Delta*T==1*'-'*7*degree*C",921.675330393689
"4329","No fishing females",6,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",1544.74618638511
"4330","No fishing females",12,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",1532.9229942369
"4331","No fishing females",18,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",1569.14788027799
"4332","No fishing females",24,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",NA
"4333","No fishing females",30,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",1612.82438084348
"4334","No fishing females",36,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",1618.96266130923
"4335","No fishing females",42,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",1369.02495394449
"4336","No fishing females",48,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",1371.22254049853
"4337","No fishing females",54,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",7783.61330123585
"4338","No fishing females",60,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",1735.92998630581
"4339","No fishing females",66,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",1463.89211846433
"4340","No fishing females",72,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",NA
"4341","No fishing females",78,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",2713.22231917057
"4342","No fishing females",84,"May-Aug",5,"Delta*T==1*'-'*7*degree*C",Inf
"4343","No fishing females",6,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4344","No fishing females",12,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4345","No fishing females",18,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4346","No fishing females",24,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4347","No fishing females",30,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4348","No fishing females",36,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",15168.8095717919
"4349","No fishing females",42,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4350","No fishing females",48,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4351","No fishing females",48,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4352","No fishing females",48,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4353","No fishing females",48,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4354","No fishing females",54,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4355","No fishing females",60,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4356","No fishing females",66,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4357","No fishing females",66,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4358","No fishing females",66,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4359","No fishing females",66,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4360","No fishing females",72,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4361","No fishing females",78,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4362","No fishing females",84,"Sep-Nov",5,"Delta*T==1*'-'*7*degree*C",NA
"4363","No fishing males",6,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",3301.30582131342
"4364","No fishing males",12,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1304.28828948685
"4365","No fishing males",18,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1307.06019101163
"4366","No fishing males",24,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1182.17098153988
"4367","No fishing males",30,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",NA
"4368","No fishing males",36,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1498.44447138731
"4369","No fishing males",42,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",3367.710846406
"4370","No fishing males",48,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1615.63231629168
"4371","No fishing males",54,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1634.13859658395
"4372","No fishing males",60,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1701.99418690242
"4373","No fishing males",66,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1732.10061074281
"4374","No fishing males",72,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1538.78668233081
"4375","No fishing males",78,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",1830.32226664163
"4376","No fishing males",84,"Apr-Aug",5,"Delta*T==1*'-'*7*degree*C",2306.90282436648
"4377","No fishing males",6,"August",5,"Delta*T==1*'-'*7*degree*C",NA
"4378","No fishing males",12,"August",5,"Delta*T==1*'-'*7*degree*C",NA
"4379","No fishing males",18,"August",5,"Delta*T==1*'-'*7*degree*C",Inf
"4380","No fishing males",30,"August",5,"Delta*T==1*'-'*7*degree*C",Inf
